message,label,followers_count
"Slept badly.  Still feel like hell, but maybe not as bad as yesterday.  Why am I /always/ ill when I take time off work? ",0,338
"At work, and a little sick ",0,1309
"its already 1 in the a.m. I need to sleep, especially since I have to be at school for 12 hours ",1,95
Beeeaaach. ,1,106
What a bad day! Need comfort drink - sipping on a mocha frap here at Starbucks with Tricia. So tired ,1,24
"What a day! So busy, my head hurts from thinking too much! Annnd tomorrow will be the same. Woe is me ",1,1318
Has just realised he works with a bunch of racists. ,1,579
"@gerrycoe Hi Gerry, I'm in Dublin most of the time; college ",1,321
Tweet4Today: &quot;Have a limbo party while you are still supple enough to get under that bar&quot; .... Still??? ,1,1019
@yayfuckbuddies what? I would!  And me horny too ,1,33
im hungryyyy   need more sushi,1,1204
I really wish I had not bought the camera-less E62 that day when my 6680 went dead. I miss photographing little things. dSLR is too bulky ,0,50
@arhh_ I think I�ll end up going alone  But I will see it at some point...,1,919
"@skoop but those cause RSI too  RSI guides always tell to use two hands for shortcuts... Ah well, I wish you luck. Keep me posted please.",1,120
@marcfennell I should be in that photo ,1,184
"@alenakristina Oooooh I love it!! Sorry I can't help  if you can't find it, I probably wont be able to find it because, well, you know...",1,7816
"sucked in heather, sewage bath xP and poor owen in the bear  (total drama island)",1,12143
Borning - thats me with a cold virus - all bunged up and eyes all squinty...bah ,0,72
The one day i really need to go into school and i'm not well ,1,93
is no longer on google ,1,41
@BritSystem She stopped eating and is just sleeping all day.  Im worried about my precious little bean.,1,382
finished making chocolates and feet really hurt... ,1,552
Gawd! My laptop is fucked up now! System Error?! Just using my Lil brother's laptop. ,1,879
Freshly Squeezed lied. They only showed the video in the end! ,1,14
"OK so I stayed up, but didn't watch heroes  Did admin stuff and WP stuff, learned some new WP stuff and finally happy with the layout",1,32
I loved Mari Trini�s songs when I was a child... ,1,780
Devastated that the Spiegeltent won't be coming to Edinburgh Festival this year http://tinyurl.com/djh4pr ,1,480
I'm sorry. I've ruined everything between us. forgive me? ,1,1903
I think I should not use twitter as I offend people unintentionally ,1,261
Mitea is missing  http://apps.facebook.com/catbook/profile/view/6040269,1,346
"3 days leave then Easter, no work for a week,  Except for the long list of DIY jobs to do at home, ",1,391
Heading to bed! Have to be at work in 6 hours ,1,623
Gnite twitter world..long day tomorrow. Night class till 10pm ,1,887
"is going to priceline (city) tomorrow, but lost her 'must haves' list ",1,22
i miss my kitty cats ,1,139
"is off to the dentist, then the midwife for blood tests..whoop de frikking do ",1,154
Missing @vemsteroo  Unwell still so having phoned the office am going back to bed. It seems empty this morning. *sigh*,1,295
@lizp02x oh man that sucks! I'm hoping to go to school HAPPY tomorrow or else it won't be good  ahhh,1,56
cant be bothered gwtting dressed  x,1,1051
is tired of flowchart Kens ,1,357
"@stompthewalrus Haha, well i have lived in texas the past 12 years, i think that explains itself. Lol. Si habla espaool. ",1,573
Completely addicted to my iPhone. It's like a bad habit. ,1,62370
wanting some sunshine so we can lay in the pool ,1,794
still up trying to finish a mix ,1,237
fucken a man lol. tiring night at work. hope to get this job! for got bout the hills  dang nabbit lol.. ,1,820
This sickness is making it impossible for me 2 sleep!! That and how hot I am ,0,232
@cyantist You're so lucky! I wish I did. ,1,678
@Twxtd4Jordan I wish I could. I HAVE to keep my door open for other people that may need me. ,1,1526
"@saamx  thanks, you too&lt;3",1,407
@abacab1975 still sore  comes put tomorrow though!,1,484
shutting off twitter ,1,1192
Friendfeed beta doesn't appear to like my Twitter account  http://ff.im/-1Y0Zm,1,643
Hmm.. The work is not easy. Wasted two hours for a silly mistake. Now one system is too slow ,1,7065
"@mileycyrus where did you find that quote... no, don�t answer, better sleep! xoxo from Germany (where it�s already morning  )",1,2674
you know a Monday's really bad when it spills over to tuesday. ,0,455
can't sleep.  And wondering why my following keeps going down?    Guess I gotta try and be more interesting!  Haha.,1,421
boycotting work: on facebook's fashion war. ,1,306
"faces a mammoth task for the rest of the day, so many things to do, so little time   ",1,14665
is so 'jeles' argh.  sy pn mau jln sm kau jg. *sadddddddddddddish,1,2024
Annoying place. 4pm and half the hawker's closed. I want otah! ,1,5051
"mm, twitter appears to have eaten some of my posts. naughty twitter ",1,674
At University of Hawaii's Hamilton Library.  Doing HW  drinking orange soda ,1,448
Masha is alone and sad  http://apps.facebook.com/catbook/profile/view/5408301,1,33
"To the people who called out to me on the red carpet, I was blinded by the lights! ",1,371
@moony394 omg i can't believe this. i want to cry. freaking fb spoiled me!!! how could this happen?? ,1,406
Watching @David_Tennant. Interesting set/filming updates. I wish I was in Cardiff. ,1,1234
"Struggling regarding the fact that dance is 5 days away!!  On the other side, Vacation!!!!",1,3750
Ummm so I have to wait until 6am for the video ,1,371
"ow ow ow, tummy ache, too much candy. i never learn ",1,1170
"Anyone else having trouble accessing their @ replies? When I click on the link on the right, nothing happens. I can't access them ",1,71
Feel yucky sick this morning ,0,22
"@catdevnull nah, same one, rang up to see what progress was, someone else has offered but been rejected, they reckon 117-118+ to get it ",1,765
is feeling terribly sick right now! ,0,198
ugh! i wake up and ff goes to sleep  guess i should just do more revision,1,286
"i wanna see twilight again. love it, but i don't have the dvd.  oh well... guess i surive.",1,256
"r.i.p baby girl sandra cantu.....my prayers r with the cantu family, be strong! ",1,1063
i'd like to know why I never sleep. ,0,65
"@kremsersenf Away from Tubingen and the Germs, yes, away from friends, not so much ",1,6291
"completing reports and meetings this morning.  Interviewing people this afternoon, busy bee today blurrgghh ",1,644
?????? ? ?? ???? ???????? ???? ???? ??????????? ?????? ??? ????? - There was a problem with your picture ,0,19
"@TXBrad I need Coffee, lol, I saw you tweet this on McInTEC Net lol  it comes up before Mibbit, Mibbit is so slow on Twitter, it sucks ",1,3232
Well everyone. after a super adventurous 2 days Luke has gone home  Let us all morn the loss of a hero. Im off to continue playing Sims 2.,1,346
i really want a puppy ,1,1668
"&quot;Blip.fm is undergoing maintenance.&quot; sorry, no music tweets for now. I'm shaking already ",1,276
"@jonnyisgeek I cant watch, it sucks ",1,1231
"@amsterdamant unfortunately, I didn't dream about shoes ",1,361
No TravoRadio this morning. BlipFM is down.  http://bit.ly/ch6Xr,1,1635
@ohonefourthree this is me word for word. my stomach is all fucked up. sucks ,1,166
hey @DJTracyYoung why aren't you playing at GayDays this year?  every year i know Tracy's night will be the best night.,1,43
money isnt suppose to depress you ,1,562
@x0mrsjoejonas im okay.. Im just really really missing my best friend ,1,354
"@breezyskies I did the PET course last time I was in SF. OK on theory (which I knew), not so good on tools (what I was after) ",1,723
@barryearnshaw @pezholio My Achilles heel for spending is X DVD's for �20 in HMV ,1,23
AppleTV has died  dreading diagnosis,1,304
is not looking forward to class and work tomorrow. ,1,24
A day negotiating wth insurers after spilling beer on my laptop last night.  Probably to no avail. ,0,267
nobody is talking to me  ,1,57
Just woke up ,1,453
BKK has protest  maybe Ho Chi Minn City?!,1,1373
i'm hella breaking out ,0,278
is probably sick. FFS. ,0,759
is poorly sick ,0,340
"@corienb Kutner's gone?? Really have to see the new episodes, urgently! But they aren't available on DVD yet. ",1,56
"goodnight nobody, since i have no followers nobody can see me say this ",1,114
Darn! Forgot that tonight's shoot was postponed. Will be at a loose end now!&quot;  ,0,71
Amazon mp3 downloads down to 29p So much for my 10%  Cheers @jodiedoubleday http://tinyurl.com/dg5qtg,1,1294
@LadyLDN I hope you feel better soon  Being ill is no fun at all.,1,54
is finally home after a shitty day at work doing floorset...... ,1,243
maybe an insomniac.. or just nocturnal ,1,135
@eliteforce - I have been told by friends that constantly circle the globe that the flight from the UK to downunder is the worst ever! ,1,41
"In a queue for a ticket at Phantasialand. Looks busy, school holidays ftl. Silver Mine and Winjas Fear are closed too ",1,142
"@cherrytreerec oh man, i can't see the vid.  its ot available in my country.",1,1885
Tryin to take a nap. I can't sleep!! ,1,929
@bivancamp Did you update iTunes to the new version b4 you lost it? New software update killed my ipod. ,1,169
wondering where the sunshine went ,1,91
just got up and nappy very wet and split at the back  going for a nice baby bath and then back in nappies i go,1,1232
@honeymunchkin My anger is getting bigger for every minute that goes by. I got some uglycomments on one of my videos. ,1,864
Today is the day the government kills us all ,1,1813
haven't talk with aaliyah love in a few  miss her some. wife says to thank her for the mags she sent us ;),1,17
@newkidsfan awwwww ur gunna make me cry!  i miss him so much! he has blessed me w/ so much love and memories...,1,236
"@dottedwithearts lol, i still gotta work. always do ",1,57
finished everything she needs to do at work tonight.  Ugh...three hours of nothing coming up... ,1,328
I wish this was easier. Or that you got the hint. booooo ,1,64
Good morning! Can't believe this is my last week in London  But I will be back in the Marketingworld of London for sure!,1,159
im boring  i really dont understand how to use this ,1,236
@cathrynscott thank you - nor me ,1,191
has nothing to contribute to a discussion of Angels and Airwaves vs Blink 182  ,0,219
doesn't want him to go ,1,1641
Just remembered that I've forgotten my best friends birthday ,1,321
"Awww, Ellie sounds so sick, poor thing ",0,1533
"Baby, I miss you so much. ",1,476
Writing an article (video converters in test). It'll take a long time ,1,756
@pietrofelix good luck enduring the tiring journey! ,1,56
About to start the epic drive from Glasgow to Alton Towers. Looks like a rainy few days ,1,2844
at work and tired. doing reports... fun! no not really ,1,73
Maya is being spayed today.I'm very nervous about it ,1,470
"thats it!, im folding and getting tweetie for my iphone - #twitteriffic is taking toooo long to update!.  i need grouping &amp; replies.",1,5650
is tired ,1,986837
@storycorey But... Its a mac ,1,4955
is going to be a long week! Funeral and work tomorrow!  ***143 JAC***,1,274
Gonna be a great day: 4 of the 6 members of our team are off ,1,5209
Woke up and feel like Rubbish  Rest? Or Chill indoors and play Xbox with a cold drink?,1,1032
